n07851443 double_cream
n01756508 western_diamondback
n06419354 collegiate_dictionary
n02794474 barouche
n03987376 portrait_lens
n01558149 song_thrush
n01558149 mavis
n01558149 throstle
n03278248 electronic_equipment
n03410022 gaff
n03285912 enclosure
n01609956 marsh_harrier
n04252331 snowshoe
n02871439 bookshelf
n11694300 cherimoya
n04552348 warplane
n04552348 military_plane
n07576969 clambake
n04963740 dark_red
n02184473 pediculus_humanus
n07911061 ratafia
n03773504 missile
n07695187 saltine
n07807594 potato_salad
n03875218 paint
n03875218 pigment
n04270147 spatula
n03698723 lyceum
n08492461 agora
n03542860 hotel_room
n03308152 extractor
n04589190 window_blind
n02836174 bidet
n03434188 generator
n02277742 ringlet
n04023422 punchboard
n03662887 life_jacket
n03662887 life_vest
n07887967 light_beer
n02424085 bongo
n12641413 cherry
n12641413 cherry_tree
n07903101 bitters
n10092794 first_lady
n03643491 lgb
n07890617 kvass
n07860988 dough
n12482668 spanish_bayonet
n12262018 weeping_beech
n02215770 digger_wasp
n12915811 white_mangrove
n04613015 yoke
n09432990 shiner
n04593866 wiper
n12178129 kenaf
n12178129 indian_hemp
n01643507 robber_frog
n12157769 gourd
n07740220 delicious
n02597367 whiting
n12050959 helleborine
n04485423 triptych
n03936466 pile_driver
n01619310 buzzard
n01619310 turkey_vulture
n02460009 anteater
n04303258 staple
n02112826 corgi
n02112826 welsh_corgi
n07921360 chocolate_milk
n03388043 fountain
n08560295 dude_ranch
n02883101 bowstring
n02714751 answering_machine
n01537895 ortolan
n07903841 cognac
n03733131 maypole
n12658603 sorbus_americana
n04164406 second_base
n03154073 cutter
n03154073 cutlery
n03154073 cutting_tool
n02101861 springer_spaniel
n02101861 springer
n00326094 rock_climbing
n03428090 gatehouse
n00450070 horse_racing
n02603317 barracuda
n02077923 sea_lion
n02112350 keeshond
n01969726 octopod
n12472024 clintonia
n07910152 grand_marnier
n02006656 spoonbill
n04068601 reflecting_telescope
n04068601 reflector
n01797020 capercaillie
n03786194 morning_dress
n03049924 cloth_cap
n03049924 flat_cap
n04101375 roll
n03495039 harness
n01774384 black_widow
n02176747 firefly
n01930112 nematode
n01930112 nematode_worm
n01930112 roundworm
n07916437 old_fashioned
n02699915 altazimuth
n02764505 axe_head
n02656670 ocean_sunfish
n02656670 sunfish
n02656670 mola
n12541403 grass_pea
n12541403 khesari
n03542333 hotel
n03146449 dead_end
n02763714 awl
n04380916 table_saw
n02091467 norwegian_elkhound
n02091467 elkhound
n02592055 sheepshead
n02387722 poster
n07589724 burgoo
n07854982 emmental
n07854982 emmentaler
n04101701 roller
n03131967 cricket_ball
n04410886 tensiometer
n02840515 bindery
n01326291 microorganism
n12137120 sorghum
n04020912 pullman
n04020912 pullman_car
n12052447 frog_orchid
n12052447 coeloglossum_viride
n02422106 hartebeest
n11728099 marsh_marigold
n11728099 cowslip
n11728099 water_dragon
n11728099 caltha_palustris
n07816052 sassafras
n03158668 dado
n02047045 pigeon_guillemot
n02862916 body_lotion
n01818515 macaw
n03880129 pallium
n13050397 bracket_fungus
n12273768 pin_oak
n07643679 grape_jelly
n02654745 cowfish
n12334891 eucalyptus
n12334891 eucalypt
n12334891 eucalyptus_tree
n02259708 treehopper
n14765422 leopard
n04556533 watch_case
n04099003 rocker_arm
n02930645 byway
n07719213 asparagus
n11870418 garlic_mustard
n07764155 mango
n04547592 wall
n12271643 red_oak
n02013177 whooping_crane
n02013177 whooper
n03019806 chin_strap
n02125689 jaguarundi
n02353861 gopher
n02353861 pocket_gopher
n02353861 pouched_rat
n13108131 bean_tree
n03042829 clinch
n01323261 suckling
n03903424 pedal
n03903424 treadle
n03903424 foot_pedal
n02871963 boomerang
n02871963 throwing_stick
n02652132 butterflyfish
n02128757 snow_leopard
n02128757 ounce
n09915651 chess_master
n02140049 flying_fox
n04268799 spark_gap
n07893891 burgundy
n07893891 burgundy_wine
n12566331 red_sandalwood
n12566331 red_sanders
n04006067 privateer
n07729000 lima_bean
n12606545 spiderwort
n12606545 dayflower
n09326662 knoll
n09326662 mound
n09326662 hillock
n09326662 hummock
n09326662 hammock
n07615774 lolly
n07615774 lollipop
n07615774 popsicle
n04320973 stirrup
n03663531 life_preserver
n03663531 preserver
n03663531 flotation_device
n02311748 leptocephalus
n04186848 shears
n03548195 huck
n03238586 dressing_table
n03238586 dresser
n03238586 vanity
n03090172 confessional
n12269406 quercus_agrifolia
n03864356 overhang
n02262449 mayfly
n07576577 cookout
n02987950 c_battery
n03544360 house
n04542595 vox_humana
n13232779 honey_fungus
n07896765 moselle
n04266375 spacesuit
n02072493 narwhal
n02072493 narwal
n03743902 memorial
n03743902 monument
n04435653 tile_roof
n04273659 speed_bump
n03781244 monastery
n02794156 barometer
n12785724 sedum
n02619861 sleeper
n04354487 sump_pump
n03634034 pile_dwelling
n07562881 fad_diet
n02626265 cero
n02626265 pintado
n02626265 kingfish
n12620196 rose
n12620196 rosebush
n11672400 wildflower
n11672400 wild_flower
n12826143 dichondra
n07731122 coffee_substitute
n07767344 olive
n12336333 eucalyptus_camaldulensis
n02056570 king_penguin
n02700258 altimeter
n03447447 gondola
n07887634 lager
n07887634 lager_beer
n03604311 jumbo_jet
n04386792 talcum
n04386792 talcum_powder
n12276872 pin_oak
n12276872 swamp_oak
n05261310 thatch
n01819115 cockatoo
n12331066 allspice
n02896442 breeches
n02896442 knickerbockers
n02896442 knickers
n03466162 guided_missile
n12904314 henbane
n03763968 military_uniform
n02150134 mastiff_bat
n12584715 sugar_palm
n04549629 wand
n03065243 coif
n07889193 wort
n01857632 honker
n01857632 canada_goose
n02799071 baseball
n02276749 white_admiral
n01922303 worm
n11890150 isatis_tinctoria
n04363082 surface_ship
n11536673 aquatic
n01680478 fence_lizard
n02433925 caribou
n02433925 reindeer
n02433925 rangifer_tarandus
n07822518 cayenne
n07822518 cayenne_pepper
n07822518 red_pepper
n04237423 slicer
n02948557 candlestick
n02948557 candle_holder
n01573360 western_meadowlark
n03530189 homing_torpedo
n04559451 water_tap
n04559451 tap
n04559451 hydrant
n04095210 river_boat
n07609632 truffle
n01841102 sapsucker
n04185071 sharpener
n02771286 backstay
n04082886 reticle
n04082886 reticule
n04082886 graticule
n03135917 crossbar
n03816005 neckwear
n01622352 horned_owl
n03405265 furnishing
n04363210 sam
n04486322 trivet
n02735688 area
n03154895 cutwork
n01728572 worm_snake
n07880080 teriyaki
n01889520 mole
n04215910 sidewinder
n05418717 vein
n05418717 vena
n11614713 jeffrey_pine
n11614713 black_pine
n11614713 pinus_jeffreyi
n13173488 leatherleaf
n06271778 telecommunication
n06271778 telecom
n07803213 pearl_barley
n12338146 spotted_gum
n02848216 blade
n03816394 needle
n03733805 measuring_cup
n03132776 crinoline
n04462011 toy_box
n11598886 ephedra_sinica
n04610274 yagi
n03009794 charnel_house
n03009794 charnel
n12137569 grain_sorghum
n04229620 ski_jump
n03324629 fast_reactor
n04540053 volleyball
n07881205 quesadilla
n03088707 conductor
n00451563 bicycling
n02207449 worker
n04234763 slate_pencil
n04441662 tithe_barn
n02428508 gemsbok
n02973904 carving_knife
n02890804 brake_pedal
n03566555 inclinometer
n10149867 prison_guard
n10149867 jailer
n10149867 jailor
n10149867 gaoler
n10149867 screw
n10149867 turnkey
n04605572 wraparound
n02788021 banner
n02788021 streamer
n03165466 day_nursery
n04477387 treadmill
n12681579 black_haw
n04286575 spotlight
n04286575 spot
n07273802 cairn
n11793403 malanga
n01734104 pine_snake
n03244047 driver
n04126244 safety_lock
n01503061 bird
n02378415 warhorse
n12721477 palo_santo
n02381004 buckskin
n03885904 pantyhose
n12816508 borage
n12416703 saffron
n12416703 crocus_sativus
n11812910 sandwort
n00471613 baseball
n00471613 baseball_game
n14786943 lagging
n02378149 remount
n01814217 mourning_dove
n07772788 hazelnut
n07772788 filbert
n07772788 cob
n07577144 fish_fry
n01751472 taipan
n03389611 4wd
n03021228 chlamys
n01734808 milk_snake
n01734808 house_snake
n02992529 cellular_telephone
n02992529 cellular_phone
n02992529 cellphone
n02992529 cell
n02992529 mobile_phone
n11792341 spathiphyllum
n07907548 scotch
n07907548 scotch_whisky
n07907548 malt_whiskey
n07907548 malt_whisky
n02241008 backswimmer
n02626762 tuna
n02626762 tunny
n02492660 howler_monkey
n02492660 howler
n11852028 nopal
n02417070 domestic_goat
n02561514 muskellunge
n04067472 reel
n02961451 carbine
n06272803 call
n06272803 phone_call
n06272803 telephone_call
n12022054 pyrethrum
n02934168 cable
n02934168 line
n02934168 transmission_line
n12754311 mountain_alder
n03130066 crematory
n03130066 crematorium
n12279458 black_oak
n02389128 palomino
n04052442 ranch
n04052442 spread
n04052442 cattle_ranch
n04052442 cattle_farm
n04329681 storm_cellar
n03721384 marimba
n03721384 xylophone
n01323781 giant
n06470073 document
n06470073 written_document
n06470073 papers
n04488857 trouser_press
n03386726 foulard
n01818832 kea
n01614925 bald_eagle
n01614925 american_eagle
n07718671 gherkin
n02838728 bill
n02838728 peak
n02838728 visor
n02838728 vizor
n01493146 whitetip_shark
n04084889 revers
n04084889 revere
n12449296 camas
n12449296 quamash
n03894051 particle_detector
n11924849 cocklebur
n03548533 hulk
n01847253 diving_duck
n08644045 harborage
n04197110 shipwreck
n03924679 photocopier
n03633091 ladle
n03764736 milk_can
n12331655 sour_cherry
n02226429 grasshopper
n02226429 hopper
n09428628 seaside
n09428628 seaboard
n00433458 contact_sport
n07862611 beef_wellington
n01317294 draft_animal
n04094060 ripcord
n03770085 minicar
n07591586 bouillabaisse
n03165616 day_school
n07829412 sauce
n05314075 canthus
n12854600 lemon_balm
n12854600 beebalm
n11715430 water_nymph
n02386968 clydesdale
n04332580 straitjacket
n04258859 soldering_iron
n12084890 stanhopea
n07883384 elixir
n13653902 extremum
n13653902 peak
n01996585 copepod
n03598783 jigsaw
n03057841 coatee
n12851469 motherwort
n12282527 silver_birch
n12282527 betula_pendula
n01631663 eft
n03430551 gear
n03430551 gear_wheel
n03430551 cogwheel
n09332890 lakeside
n09332890 lakeshore
n02302459 silkworm_moth
n04026180 purl
n03967270 plimsoll
n02524524 hake
n03844965 oil_slick
n13206817 maidenhair
n02526425 elver
n02419056 serow
n04045644 rafter
n04045644 balk
n04045644 baulk
n04253168 snuffer
n02694662 alarm_clock
n02694662 alarm
n07725255 lentil
n02147591 cave_bat
n02916179 bulldozer
n02916179 dozer
n02201000 aedes_albopictus
n13137672 aggregate_fruit
n03874293 paddlewheel
n03874293 paddle_wheel
n02388832 liver_chestnut
n03356279 flail
n03662601 lifeboat
n08505018 bush
n09217230 beach
n02027075 spotted_sandpiper
n02134418 sloth_bear
n04542095 voting_machine
n03726516 mass_spectrometer
n03726516 spectrometer
n12286068 green_alder
n04200537 shoehorn
n10007995 desk_clerk
n10007995 hotel_clerk
n03809802 narthex
n03097673 control_key
n02088466 bloodhound
n02499022 slow_loris
n09459979 tor
n11866248 cleome
n12642600 gean
n04534127 video_recording
n04534127 video
n04467899 trailing_edge
n12708941 bergamot
n12708941 bergamot_orange
n03357716 flap
n03357716 flaps
n03284981 enamelware
n07818689 lemon_balm
n03303217 exhaust_fan
n01829413 hornbill
n02769075 background
n02769075 desktop
n03733644 measure
n04412416 tepee
n04412416 tipi
n04412416 teepee
n09242389 chasm
n02920369 bunker
n02920369 sand_trap
n02920369 trap
n02114367 timber_wolf
n02114367 grey_wolf
n02114367 gray_wolf
n02114367 canis_lupus
n02881757 bowler_hat
n02881757 bowler
n02881757 derby
n04050600 ram_disk
n02418465 mountain_goat
n03955809 planetarium
n01735189 garter_snake
n01735189 grass_snake
n07644244 gelatin_dessert
n03946162 pipe_fitting
n04261638 sound_camera
n11792029 pothos
n04544325 wainscoting
n04544325 wainscotting
n03492250 harbor
n03492250 harbour
n02413131 domestic_sheep
n02413131 ovis_aries
n11757190 catechu
n03102516 coolant_system
n03800933 musical_instrument
n03800933 instrument
n03436182 ghetto_blaster
n03436182 boom_box
n01579410 rook
n04157320 sculpture
n02210427 andrena
n02210427 mining_bee
n03010795 chasuble
n04128710 sailcloth
n03875806 paintball
n04515003 upright
n04515003 upright_piano
n07598734 hard_candy
n01035504 last_supper
n04442312 toaster
n03998333 tallis
n04591887 wine_cooler
n03762982 military_hospital
n01970164 octopus
n01970164 devilfish
n02645538 bullhead
n04112252 rotor_blade
n04112252 rotary_wing
n01612628 caracara
n02654425 boxfish
n02654425 trunkfish
n03991202 potbelly
n07883251 potion
n04167346 seeder
n11801392 birthwort
n12645174 almond
n12645174 sweet_almond
n07761141 cherimoya
n01944955 garden_snail
n12344283 evening_primrose
n12633994 apple
n02689434 jackhammer
n02519340 pout
n04047139 railhead
n01381044 streptococcus
n01381044 streptococci
n01381044 strep
n04612373 yawl
n04612373 dandy
n01606672 sparrow_hawk
n03540090 hose
n03034405 circuitry
n11811706 ragged_robin
n07907831 sour_mash
n03885293 pant_leg
n04290615 sputnik
n07817315 coriander
n07817315 cilantro
n02483708 siamang
n03626760 knocker
n03626760 rapper
n07891309 ginger_beer
n03604629 jumper
n03053976 club_car
n03053976 lounge_car
n03939844 pilot_light
n02701002 ambulance
n04151108 scratcher
n11725015 anemone
n04417086 tetrode
n04081699 rest_house
n10334009 motorcyclist
n12932365 angelica_sylvestris
n04336792 stretcher
n01741562 constrictor
n02050809 dabchick
n02050809 little_grebe
n12167075 luffa
n03041810 clerestory
n03041810 clearstory
n02432511 mule_deer
n01958346 littleneck
n03937931 pillion
n09305898 hot_spring
n09305898 thermal_spring
n02683323 afghan
n04303357 staple_gun
n04303357 tacker
n07680761 brown_bread
n12737898 mistletoe
n01858845 pen
n12753007 silver_maple
n02917521 bullion
n01814921 homing_pigeon
n01814921 homer
n04125021 safe
n02814533 station_wagon
n02814533 wagon
n02814533 estate_car
n02814533 waggon
n04554406 washboard
n07848771 clarified_butter
n03017835 chimney_corner
n03017835 inglenook
n02315487 brachiopod
n07606058 jujube
n02365480 capybara
n07826653 anise
n07826653 aniseed
n03956785 planner
n02219486 ant
n02219486 emmet
n02085374 toy_dog
n02085374 toy
n03668803 lilo
n11724109 redberry
n02404906 zebu
n04579056 whiskey_bottle
n02821943 bedroom_furniture
n01319001 stayer
n03470948 gurney
n04970398 indigo
n03561169 ignition_switch
n03461988 groover
n04396335 taximeter
n03376159 fold
n03376159 sheepfold
n03376159 sheep_pen
n02939185 caldron
n02939185 cauldron
n02445171 eurasian_otter
n02445171 lutra_lutra
n04569063 webcam
n01654637 xenopus_laevis
n07564971 vegetarianism
n12087961 yam
n02768114 backboard
n01558307 fieldfare
n01558307 snowbird
n04293744 squinch
n02097474 tibetan_terrier
n02317781 brittle_star
n02317781 brittle_star
n12305089 black_ash
n04280845 spirometer
n09391386 photosphere
n03698815 lychgate
n13171797 water_sprite
n02295390 cutworm
n03943266 pinnacle
n07615289 sherbert
n07615289 sherbet
n01578180 hill_myna
n01578180 grackle
n07818995 marjoram
n07818995 oregano
n04338963 stringer
n03704834 magic_lantern
n02088839 coonhound
n00523513 sport
n00523513 athletics
n03319167 fallout_shelter
n03327133 felucca
n03296478 escutcheon
n02745611 artificial_horizon
n01498989 eagle_ray
n12642964 capulin
n12334293 gum_tree
n12334293 gum
n03781594 moneybag
n02907082 broomstick
n02907082 broom_handle
n04970059 purple
n03073694 columbarium
n03986224 porte_cochere
n02077152 fur_seal
n02495242 tree_shrew
n02424909 nyala
n01623110 barred_owl
n03193107 diesel
n03193107 diesel_engine
n03193107 diesel_motor
n04216860 sifter
n02742322 array
n02742322 raiment
n02742322 regalia
n07804323 rice
n03244231 driveshaft
n02752199 athenaeum
n02752199 atheneum
n04094720 riser
n03727837 mat
n01615458 ern
n01615458 erne
n03220513 dome
n03111041 cornice
n13094273 sorus
n03250847 drumstick
n02206270 hymenopteran
n07861158 bread_dough
n03199488 dimmer
n03195959 dat
n02088094 afghan_hound
n02088094 afghan
n03691459 loudspeaker
n03691459 speaker
n03691459 loudspeaker_system
n03691459 speaker_system
n02792552 barge
n02792552 flatboat
n02792552 hoy
n02792552 lighter
n03646809 latrine
n03420801 garrison_cap
n03046257 clock
n11723986 baneberry
n01582398 pica_pica
n03033986 circuit_board
n03033986 circuit_card
n03033986 board
n03033986 card
n11547855 spore
n01668091 diamondback_terrapin
n02731629 aqualung
n02731629 scuba
n02736798 argyle
n02736798 argyll
n02761206 automation
n03103396 cooling_tower
n03967562 plow
n03967562 plough
n02004855 wood_stork
n07729485 soy
n07729485 soybean
n07729485 soya
n07729485 soya_bean
n02684649 aglet
n12650805 chokecherry
n03016868 chiffon
n03620052 kitchen_appliance
n03456186 grey
n03456186 gray
n12270460 swamp_oak
n03911767 penlight
n07767002 medlar
n02909053 bubble
n02297294 armyworm
n03519081 highlighter
n03098515 control_rod
n02958343 car
n02958343 auto
n02958343 automobile
n02958343 machine
n02958343 motorcar
n12808007 arizona_sycamore
n12724942 willow
n12724942 willow_tree
n04965451 reddish_orange
n02011805 american_bittern
n02942699 camera
n02942699 photographic_camera
n02365108 mara
n04367950 swaddling_clothes
n07909954 curacao
n07909954 curacoa
n02076196 seal
n12267677 acorn
n03132076 cricket_bat
n03132076 bat
n12670758 medlar
n04038440 rack
n04038440 stand
n03790230 motorboat
n03790230 powerboat
n07892418 vintage
n04273064 spectroscope
n03188290 diamante
n02524202 pollack
n02524202 pollock
n12049562 calypso
n07936263 drinking_water
n04191943 shelter
n02117512 striped_hyena
n01775370 tarantula
n03509608 heat_pump
n04051549 ramp
n04051549 incline
n03744276 memory
n03744276 computer_memory
n03744276 storage
n03744276 computer_storage
n03744276 store
n03744276 memory_board
n01577941 crested_myna
n01819734 cockatiel
n01948446 periwinkle
n01948446 winkle
n03251280 dry_cell
n01751036 krait
n04490091 truck
n04332243 strainer
n07921239 turkish_coffee
n03824284 nightcap
n12263038 american_chestnut
n02532028 herring
n04459018 toupee
n12833149 african_violet
n01729977 green_snake
n01729977 grass_snake
n04013600 proscenium_arch
n03871083 package
n03871083 parcel
n02386141 cob
n04539407 viyella
n12023407 dusty_miller
n12023407 silver_lace
n12023407 silver_lace
n07757312 sweet_cherry
